downloads,python_version,distro_name,distro_version
1,3.7,Arch,rolling
1,3.7,Salient OS,v19.06
1,2.7,Bùi Chí Minh,16.04
1,2.7,Ubuntu Core,18
1,3.6,BUILD_NUMBER=,16
1,3.5,NewStart NSDL,v3.2.2rc5.201812-zte
1,3.5,Slackware,14.0
1,3.6,Ephemeris service,20190805161525
1,3.6,Scientific,6.2
1,2.7,RedHatEnterpriseCentOS,6.8
1,2.7,#RedHatEnterpriseServer,6.6
1,3.5,Fedora,21
1,3.4,CentOS,6.5
1,3.5,void,rolling
1,3.6,Gentoo,Gentoo
1,3.5,SLES,12
1,3.5,Red Hat Enterprise Linux Server,6.4
1,2.7,"openSUSE ",42.2
1,3.7,openSUSE Tumbleweed,20181213
1,2.7,MCS Linux,2018
1,3.7,Funtoo GNU/Linux,amd64-excavator-2017-10-21
1,3.6,Debian,n/a
1,2.7,Arch Linux,v19.02.4
1,2.7,InWise for ATM,8
1,2.7,MPA-10.00--x86_,64--2019-01-16
1,3.6,EndeavourOS,rolling
1,3.7,LFS,2.6
1,3.7,Oracle Linux Server,7.2
1,2.7,Alpine Linux,3.8.2
1,2.6,RedHatEnterpriseServer,6.10
1,3.7,Amazon Linux AMI,2014.09
1,3.7,Sisyphus,20190303
1,3.4,Fedora,27
1,2.7,Nest Enterprise Linux,7
1,3.6,PacketLinux,7
1,3.6,openSUSE Tumbleweed,20190621
1,2.7,Container-Optimized OS,77
1,3.7,Aliyun Linux,2.1903
1,3.6,Aliyun Linux,5.7
1,3.7,Red Hat Enterprise Linux ComputeNode,7.3
1,3.7,8.,4
1,2.7,SLED,15.1
1,3.7,openSUSE Tumbleweed,20190606
1,3.6,Chakra,
1,3.5,Mac,16.04
1,2.7,Ubuntu,15.11
1,3.7,NI Linux Real-Time,7.1
1,2.7,Issabel PBX,7
1,3.4,openSUSE,13.2
1,3.6,CentOS,7
1,3.5,Puppy,7.5
1,3.7,UbuntuPack,18.04
1,3.6,RedHatEnterpriseServer,5.4
1,3.7,OS X,10.13.2
1,3.6,Deepin,15.4.1
1,3.6,neon,16.04
1,2.7,Red Hat Enterprise Linux Client,7.4
1,3.5,Parrot GNU/Linux,3.6
1,3.7,OL-,6.5.1-64
1,3.6,Ephemeris service,20190805144945
1,3.7,ЪУЪ,10
1,3.7,SparkyLinux,4
1,2.7,AIMS Dekstop GNU/Linux,stable-updates
1,3.6,Pengwin,
1,2.7,OS X,10.11.3
1,3.6,Epidemic,testing
1,3.7,RedHatEnterpriseServer,5.4
1,3.5,intel-embedded-system-enabling,1.0
1,3.5,Red Hat Enterprise Linux Workstation,6.6
1,2.7,Manjaro Linux,n/a
1,2.7,Parrot GNU/Linux,3.4
1,3.6,openSUSE Tumbleweed,20190716
1,3.6,RedHatEnterpriseClient,5.5
1,3.6,SLED,12.2
1,2.7,BlankOn GNU/Linux,10.0
1,3.4,Deepin,15.11
1,3.5,debian,wheezy/sid
1,3.7,openSUSE Tumbleweed,20181004
1,3.6,Linux From recipos,0-systemd
1,3.6,WLinux,testing
1,3.6,Bluehat,3.2
1,3.6,Manjaro Linux,17.1pre3
1,3.6,SISSALinux,6.5
1,3.5,Antergos Linux,rolling
1,3.6,Kali GNU/Linux,2016.1
1,3.6,Ephemeris service,20190806142834
1,2.7,Gentoo Base System,2.6
1,3.5,ScientificCERNSLC,6.10
1,3.6,OS X,10.13.1
1,3.6,Funtoo GNU/Linux,intel64-haswell-2017-10-04
1,3.5,OS X,10.15
1,2.7,dracut,049-25.git20181204.fc29
1,2.7,HomeBrew,0190721-systemd
1,3.7,debian,8.9
1,2.7,5.,0
1,3.6,Fedora,16
1,2.7,XenServer,7.6.0
1,3.5,Fedora,22
1,3.6,Ephemeris service,20190805155035
1,3.7,Chrome,77
1,3.7,RedHatEnterpriseServer,7.3
1,3.5,Ubuntu,17.06
1,3.7,ArchBang-Rc Linux,rolling
1,3.6,CentOS,6.0
1,3.7,Linux From Scratch,2-systemd
1,3.6,Puppy,18.05
1,3.5,OS X,10.13.3
1,2.7,Chrome,72
1,3.7,starter kit,p9
1,2.7,neon,16.04
1,2.7,Scientific Linux CERN SLC,6.8
1,2.6,Oracle Linux Server,6.10
1,3.6,Generic,30
1,3.6,elementary OS,0.4
1,3.4,Linux Mint,19
1,3.7,SLES,11
1,3.5,Gentoo,10
1,3.7,ArcoLinuxB-qtile,v19.07.9
1,3.5,Mentor Embedded Linux,11
1,2.7,Spez Linux,15.0
1,3.4,Red Hat Enterprise Linux Workstation,7.3
1,3.5,Quirky,1.0.92
1,2.7,Engine Yard Gentoo Linux,2012.11
1,3.5,Bùi Chí Minh,16.04
1,3.7,macOS,10.8.2
1,3.4,Red Hat Enterprise Linux Server,5.3
1,2.7,CentOS,5.6
1,3.7,Clear Linux OS,29690
1,3.5,Arch Linux,n/a
1,3.5,PexOS,1.0.0
1,2.7,SVN-,20190629-multilib
1,3.6,openSUSE Tumbleweed,20190115
1,3.6,#CentOS,6.5
1,3.5,SLES,15
1,2.7,Gmac Linux,Gmac Linux
1,3.6,Fidelity Linux Server release 6.10 Fid,19a
1,3.5,ScientificSL,5.5
1,2.7,AmazonAMI,2013.09
1,3.5,Parrot GNU/Linux,4.6
1,2.7,Cumulus Linux,3.7.0
1,2.7,macOS,10.10.4
1,3.6,Clear Linux OS,30580
1,3.6,RFRemix,29
1,3.5,LinuxMint,17.3
1,3.7,Astra Linux (Orel),2.12.14
1,3.7,Endeavour Linux,rolling
1,3.7,Debian,9
1,2.7,Manjaro Linux,19.05.05
1,3.7,Freedesktop.org,18.08.31.1
1,3.5,Red Hat Enterprise Linux Server,4.9
1,2.7,openSUSE Tumbleweed,20190219
1,3.6,Puppy,8.0
1,3.6,Oracle Linux Server,6.5
1,2.7,AmazonAMI,2014.03
1,3.6,Ephemeris service,20190723171536
1,2.7,Devuan GNU/Linux,1
1,2.7,Scientific Linux,6.1
1,3.7,Linux Mint LMDE,3
1,2.7,Clear Linux OS,30220
1,3.4,Fedora,23
1,3.6,Artix,rolling
1,3.7,Fedora,19
1,3.7,Debian GNU/Linux,20190805-1ffa5fff
1,3.6,Fedora,15
1,3.4,Linux Mint LMDE,2
